id,source_ip,dur,spkts,sbytes,sttl,swin,stcpb,dtcpb,rate,pps,ttl_ratio,tcp_diff,swin_interaction,label
1,10.0.0.5,1738430313,1,792,64,42340,2875470212,0,4.56E-07,5.75E-10,3.68E-08,-2875470212,121747408776080,0
2,10.0.0.2,1738430313,1,933,64,43440,959308405,2875470213,5.37E-07,5.75E-10,3.68E-08,1916161808,41672357113200,0
3,10.0.0.5,1738430313,1,824,64,83,2875470213,959308406,4.74E-07,5.75E-10,3.68E-08,-1916161807,238664027679,0
4,10.0.0.5,1738430313,1,939,64,83,2875470213,959308406,5.40E-07,5.75E-10,3.68E-08,-1916161807,238664027679,0
5,10.0.0.2,1738430313,1,962,64,85,959308406,2875470353,5.53E-07,5.75E-10,3.68E-08,1916161947,81541214510,0
6,10.0.0.2,1738430313,1,939,64,85,959308406,2875470353,5.40E-07,5.75E-10,3.68E-08,1916161947,81541214510,0
7,10.0.0.2,1738430313,1,786,64,85,959308524,2875470353,4.52E-07,5.75E-10,3.68E-08,1916161829,81541224540,0
8,10.0.0.5,1738430313,1,891,64,83,2875470353,959308524,5.13E-07,5.75E-10,3.68E-08,-1916161829,238664039299,0
9,10.0.0.5,1738430313,1,941,64,83,2875470353,959308525,5.41E-07,5.75E-10,3.68E-08,-1916161828,238664039299,0
10,10.0.0.2,1738430313,1,962,64,85,959308525,2875470354,5.53E-07,5.75E-10,3.68E-08,1916161829,81541224625,0
11,10.0.0.5,1738430313,1,827,64,42340,4101050421,0,4.76E-07,5.75E-10,3.68E-08,-4101050421,173638474825140,0
12,10.0.0.1,1738430313,1,866,64,43440,1603544887,4101050422,4.98E-07,5.75E-10,3.68E-08,2497505535,69657989891280,0
13,10.0.0.5,1738430313,1,790,64,83,4101050422,1603544888,4.54E-07,5.75E-10,3.68E-08,-2497505534,340387185026,0
14,10.0.0.5,1738430313,1,1056,64,83,4101050422,1603544888,6.07E-07,5.75E-10,3.68E-08,-2497505534,340387185026,0
15,10.0.0.1,1738430313,1,908,64,85,1603544888,4101050562,5.22E-07,5.75E-10,3.68E-08,2497505674,136301315480,0
16,10.0.0.1,1738430313,1,1066,64,85,1603544888,4101050562,6.13E-07,5.75E-10,3.68E-08,2497505674,136301315480,0
17,10.0.0.1,1738430313,1,963,64,85,1603545006,4101050562,5.54E-07,5.75E-10,3.68E-08,2497505556,136301325510,0
18,10.0.0.5,1738430313,1,802,64,83,4101050562,1603545006,4.61E-07,5.75E-10,3.68E-08,-2497505556,340387196646,0
19,10.0.0.5,1738430313,1,868,64,83,4101050562,1603545007,4.99E-07,5.75E-10,3.68E-08,-2497505555,340387196646,0
20,10.0.0.1,1738430313,1,860,64,85,1603545007,4101050563,4.95E-07,5.75E-10,3.68E-08,2497505556,136301325595,0
21,10.0.0.5,1738430314,1,781,64,42340,3721136572,0,4.49E-07,5.75E-10,3.68E-08,-3721136572,157552922458480,0
22,10.0.0.1,1738430314,1,912,64,43440,1075042602,3721136573,5.25E-07,5.75E-10,3.68E-08,2646093971,46699850630880,0
23,10.0.0.5,1738430314,1,956,64,83,3721136573,1075042603,5.50E-07,5.75E-10,3.68E-08,-2646093970,308854335559,0
24,10.0.0.5,1738430314,1,1060,64,83,3721136573,1075042603,6.10E-07,5.75E-10,3.68E-08,-2646093970,308854335559,0
25,10.0.0.1,1738430314,1,909,64,85,1075042603,3721136713,5.23E-07,5.75E-10,3.68E-08,2646094110,91378621255,0
26,10.0.0.1,1738430314,1,1031,64,85,1075042603,3721136713,5.93E-07,5.75E-10,3.68E-08,2646094110,91378621255,0
27,10.0.0.1,1738430314,1,940,64,85,1075042721,3721136713,5.41E-07,5.75E-10,3.68E-08,2646093992,91378631285,0
28,10.0.0.5,1738430314,1,825,64,83,3721136713,1075042721,4.75E-07,5.75E-10,3.68E-08,-2646093992,308854347179,0
29,10.0.0.5,1738430314,1,954,64,83,3721136713,1075042722,5.49E-07,5.75E-10,3.68E-08,-2646093991,308854347179,0
30,10.0.0.1,1738430314,1,934,64,85,1075042722,3721136714,5.37E-07,5.75E-10,3.68E-08,2646093992,91378631370,0
31,10.0.0.5,1738430314,1,856,64,42340,2852339224,0,4.92E-07,5.75E-10,3.68E-08,-2852339224,120768042744160,0
32,10.0.0.3,1738430314,1,917,64,43440,2932095677,2852339225,5.27E-07,5.75E-10,3.68E-08,-79756452,127370236208880,0
33,10.0.0.5,1738430314,1,919,64,83,2852339225,2932095678,5.29E-07,5.75E-10,3.68E-08,79756453,236744155675,0
34,10.0.0.5,1738430314,1,1084,64,83,2852339225,2932095678,6.24E-07,5.75E-10,3.68E-08,79756453,236744155675,0
35,10.0.0.3,1738430314,1,957,64,85,2932095678,2852339372,5.50E-07,5.75E-10,3.68E-08,-79756306,249228132630,0
36,10.0.0.3,1738430314,1,992,64,85,2932095678,2852339372,5.71E-07,5.75E-10,3.68E-08,-79756306,249228132630,0
37,10.0.0.3,1738430314,1,937,64,85,2932095796,2852339372,5.39E-07,5.75E-10,3.68E-08,-79756424,249228142660,0
38,10.0.0.5,1738430314,1,916,64,83,2852339372,2932095796,5.27E-07,5.75E-10,3.68E-08,79756424,236744167876,0
39,10.0.0.5,1738430314,1,880,64,83,2852339372,2932095817,5.06E-07,5.75E-10,3.68E-08,79756445,236744167876,0
40,10.0.0.3,1738430314,1,961,64,85,2932095817,2852339373,5.53E-07,5.75E-10,3.68E-08,-79756444,249228144445,0
41,10.0.0.5,1738430315,1,854,64,42340,31999991,0,4.91E-07,5.75E-10,3.68E-08,-31999991,1354879618940,0
42,10.0.0.1,1738430315,1,921,64,43440,561073536,31999992,5.30E-07,5.75E-10,3.68E-08,-529073544,24373034403840,0
43,10.0.0.5,1738430315,1,864,64,83,31999992,561073537,4.97E-07,5.75E-10,3.68E-08,529073545,2655999336,0
44,10.0.0.5,1738430315,1,1007,64,83,31999992,561073537,5.79E-07,5.75E-10,3.68E-08,529073545,2655999336,0
45,10.0.0.1,1738430315,1,769,64,85,561073537,32000139,4.42E-07,5.75E-10,3.68E-08,-529073398,47691250645,0
46,10.0.0.1,1738430315,1,967,64,85,561073537,32000139,5.56E-07,5.75E-10,3.68E-08,-529073398,47691250645,0
47,10.0.0.1,1738430315,1,938,64,85,561073655,32000139,5.40E-07,5.75E-10,3.68E-08,-529073516,47691260675,0
48,10.0.0.5,1738430315,1,824,64,83,32000139,561073655,4.74E-07,5.75E-10,3.68E-08,529073516,2656011537,0
49,10.0.0.5,1738430315,1,774,64,83,32000139,561073676,4.45E-07,5.75E-10,3.68E-08,529073537,2656011537,0
50,10.0.0.1,1738430315,1,812,64,85,561073676,32000140,4.67E-07,5.75E-10,3.68E-08,-529073536,47691262460,0
51,10.0.0.5,1738430315,1,830,64,42340,1925312489,0,4.77E-07,5.75E-10,3.68E-08,-1925312489,81517730784260,0
52,10.0.0.3,1738430315,1,807,64,43440,1201066866,1925312490,4.64E-07,5.75E-10,3.68E-08,724245624,52174344659040,0
53,10.0.0.5,1738430315,1,778,64,83,1925312490,1201066867,4.48E-07,5.75E-10,3.68E-08,-724245623,159800936670,0
54,10.0.0.5,1738430315,1,1055,64,83,1925312490,1201066867,6.07E-07,5.75E-10,3.68E-08,-724245623,159800936670,0
55,10.0.0.3,1738430315,1,780,64,85,1201066867,1925312630,4.49E-07,5.75E-10,3.68E-08,724245763,102090683695,0
56,10.0.0.3,1738430315,1,1066,64,85,1201066867,1925312630,6.13E-07,5.75E-10,3.68E-08,724245763,102090683695,0
57,10.0.0.3,1738430315,1,784,64,85,1201066985,1925312630,4.51E-07,5.75E-10,3.68E-08,724245645,102090693725,0
58,10.0.0.5,1738430315,1,861,64,83,1925312630,1201066985,4.95E-07,5.75E-10,3.68E-08,-724245645,159800948290,0
59,10.0.0.5,1738430315,1,963,64,83,1925312630,1201066986,5.54E-07,5.75E-10,3.68E-08,-724245644,159800948290,0
60,10.0.0.3,1738430315,1,952,64,85,1201066986,1925312631,5.48E-07,5.75E-10,3.68E-08,724245645,102090693810,0
61,10.0.0.5,1738430315,1,919,64,42340,1181542611,0,5.29E-07,5.75E-10,3.68E-08,-1181542611,50026514149740,0
62,10.0.0.1,1738430315,1,825,64,43440,802240263,1181542612,4.75E-07,5.75E-10,3.68E-08,379302349,34849317024720,0
63,10.0.0.5,1738430315,1,893,64,83,1181542612,802240264,5.14E-07,5.75E-10,3.68E-08,-379302348,98068036796,0
64,10.0.0.5,1738430315,1,974,64,83,1181542612,802240264,5.60E-07,5.75E-10,3.68E-08,-379302348,98068036796,0
65,10.0.0.1,1738430315,1,839,64,85,802240264,1181542759,4.83E-07,5.75E-10,3.68E-08,379302495,68190422440,0
66,10.0.0.1,1738430315,1,920,64,85,802240264,1181542759,5.29E-07,5.75E-10,3.68E-08,379302495,68190422440,0
67,10.0.0.1,1738430315,1,864,64,85,802240382,1181542759,4.97E-07,5.75E-10,3.68E-08,379302377,68190432470,0
68,10.0.0.5,1738430315,1,799,64,83,1181542759,802240382,4.60E-07,5.75E-10,3.68E-08,-379302377,98068048997,0
69,10.0.0.5,1738430315,1,808,64,83,1181542759,802240403,4.65E-07,5.75E-10,3.68E-08,-379302356,98068048997,0
70,10.0.0.1,1738430315,1,793,64,85,802240403,1181542760,4.56E-07,5.75E-10,3.68E-08,379302357,68190434255,0
71,10.0.0.5,1738430316,1,844,64,42340,3937454550,0,4.85E-07,5.75E-10,3.68E-08,-3937454550,166711825647000,0
72,10.0.0.3,1738430316,1,915,64,43440,480193901,3937454551,5.26E-07,5.75E-10,3.68E-08,3457260650,20859623059440,0
73,10.0.0.5,1738430316,1,914,64,83,3937454551,480193902,5.26E-07,5.75E-10,3.68E-08,-3457260649,326808727733,0
74,10.0.0.5,1738430316,1,981,64,83,3937454551,480193902,5.64E-07,5.75E-10,3.68E-08,-3457260649,326808727733,0
75,10.0.0.3,1738430316,1,878,64,85,480193902,3937454759,5.05E-07,5.75E-10,3.68E-08,3457260857,40816481670,0
76,10.0.0.5,1738430316,1,791,64,83,3937454759,480193902,4.55E-07,5.75E-10,3.68E-08,-3457260857,326808744997,0
77,10.0.0.3,1738430316,1,957,64,85,480193902,3937454768,5.50E-07,5.75E-10,3.68E-08,3457260866,40816481670,0
78,10.0.0.3,1738430316,1,955,64,85,480193902,3937454768,5.49E-07,5.75E-10,3.68E-08,3457260866,40816481670,0
79,10.0.0.3,1738430316,1,983,64,85,480194020,3937454768,5.65E-07,5.75E-10,3.68E-08,3457260748,40816491700,0
80,10.0.0.5,1738430316,1,899,64,83,3937454768,480194020,5.17E-07,5.75E-10,3.68E-08,-3457260748,326808745744,0
81,10.0.0.5,1738430316,1,961,64,83,3937454768,480194059,5.53E-07,5.75E-10,3.68E-08,-3457260709,326808745744,0
82,10.0.0.3,1738430316,1,814,64,85,480194059,3937454769,4.68E-07,5.75E-10,3.68E-08,3457260710,40816495015,0
83,10.0.0.5,1738430316,1,873,64,42340,882009476,0,5.02E-07,5.75E-10,3.68E-08,-882009476,37344281213840,0
84,10.0.0.2,1738430316,1,784,64,43440,2186894524,882009477,4.51E-07,5.75E-10,3.68E-08,-1304885047,94998698122560,0
85,10.0.0.5,1738430316,1,868,64,83,882009477,2186894525,4.99E-07,5.75E-10,3.68E-08,1304885048,73206786591,0
86,10.0.0.5,1738430316,1,1031,64,83,882009477,2186894525,5.93E-07,5.75E-10,3.68E-08,1304885048,73206786591,0
87,10.0.0.2,1738430316,1,849,64,85,2186894525,882009617,4.88E-07,5.75E-10,3.68E-08,-1304884908,185886034625,0
88,10.0.0.2,1738430316,1,1050,64,85,2186894525,882009617,6.04E-07,5.75E-10,3.68E-08,-1304884908,185886034625,0
89,10.0.0.2,1738430316,1,909,64,85,2186894643,882009617,5.23E-07,5.75E-10,3.68E-08,-1304885026,185886044655,0
90,10.0.0.5,1738430316,1,947,64,83,882009617,2186894643,5.45E-07,5.75E-10,3.68E-08,1304885026,73206798211,0
91,10.0.0.5,1738430316,1,839,64,83,882009617,2186894644,4.83E-07,5.75E-10,3.68E-08,1304885027,73206798211,0
92,10.0.0.2,1738430316,1,862,64,85,2186894644,882009618,4.96E-07,5.75E-10,3.68E-08,-1304885026,185886044740,0
93,10.0.0.5,1738430316,1,888,64,42340,1432684810,0,5.11E-07,5.75E-10,3.68E-08,-1432684810,60659874855400,0
94,10.0.0.1,1738430316,1,848,64,43440,2245674435,1432684811,4.88E-07,5.75E-10,3.68E-08,-812989624,97552097456400,0
95,10.0.0.5,1738430316,1,944,64,83,1432684811,2245674436,5.43E-07,5.75E-10,3.68E-08,812989625,118912839313,0
96,10.0.0.5,1738430316,1,1165,64,83,1432684811,2245674436,6.70E-07,5.75E-10,3.68E-08,812989625,118912839313,0
97,10.0.0.1,1738430316,1,908,64,85,2245674436,1432685019,5.22E-07,5.75E-10,3.68E-08,-812989417,190882327060,0
98,10.0.0.5,1738430316,1,965,64,83,1432685019,2245674436,5.55E-07,5.75E-10,3.68E-08,812989417,118912856577,0
99,10.0.0.1,1738430316,1,928,64,85,2245674436,1432685028,5.34E-07,5.75E-10,3.68E-08,-812989408,190882327060,0
100,10.0.0.1,1738430316,1,1070,64,85,2245674436,1432685028,6.15E-07,5.75E-10,3.68E-08,-812989408,190882327060,0
101,10.0.0.1,1738430316,1,849,64,85,2245674554,1432685028,4.88E-07,5.75E-10,3.68E-08,-812989526,190882337090,0
102,10.0.0.5,1738430316,1,965,64,83,1432685028,2245674554,5.55E-07,5.75E-10,3.68E-08,812989526,118912857324,0
103,10.0.0.5,1738430316,1,899,64,83,1432685028,2245674593,5.17E-07,5.75E-10,3.68E-08,812989565,118912857324,0
104,10.0.0.1,1738430316,1,852,64,85,2245674593,1432685029,4.90E-07,5.75E-10,3.68E-08,-812989564,190882340405,0
105,10.0.0.5,1738430316,1,798,64,42340,3370834047,0,4.59E-07,5.75E-10,3.68E-08,-3370834047,142721113549980,0
106,10.0.0.2,1738430316,1,776,64,43440,803629501,3370834048,4.46E-07,5.75E-10,3.68E-08,2567204547,34909665523440,0
107,10.0.0.5,1738430316,1,787,64,83,3370834048,803629502,4.53E-07,5.75E-10,3.68E-08,-2567204546,279779225984,0
108,10.0.0.5,1738430316,1,964,64,83,3370834048,803629502,5.55E-07,5.75E-10,3.68E-08,-2567204546,279779225984,0
109,10.0.0.2,1738430316,1,820,64,85,803629502,3370834188,4.72E-07,5.75E-10,3.68E-08,2567204686,68308507670,0
110,10.0.0.2,1738430316,1,895,64,85,803629502,3370834188,5.15E-07,5.75E-10,3.68E-08,2567204686,68308507670,0
111,10.0.0.2,1738430316,1,928,64,85,803629620,3370834188,5.34E-07,5.75E-10,3.68E-08,2567204568,68308517700,0
112,10.0.0.5,1738430316,1,834,64,83,3370834188,803629620,4.80E-07,5.75E-10,3.68E-08,-2567204568,279779237604,0
113,10.0.0.5,1738430316,1,813,64,83,3370834188,803629621,4.68E-07,5.75E-10,3.68E-08,-2567204567,279779237604,0
114,10.0.0.2,1738430316,1,932,64,85,803629621,3370834189,5.36E-07,5.75E-10,3.68E-08,2567204568,68308517785,0
115,10.0.0.5,1738430317,1,799,64,42340,1672900355,0,4.60E-07,5.75E-10,3.68E-08,-1672900355,70830601030700,0
116,10.0.0.1,1738430317,1,823,64,43440,3041135444,1672900356,4.73E-07,5.75E-10,3.68E-08,-1368235088,132106923687360,0
117,10.0.0.5,1738430317,1,806,64,83,1672900356,3041135445,4.64E-07,5.75E-10,3.68E-08,1368235089,138850729548,0
118,10.0.0.5,1738430317,1,1071,64,83,1672900356,3041135445,6.16E-07,5.75E-10,3.68E-08,1368235089,138850729548,0
119,10.0.0.1,1738430317,1,929,64,85,3041135445,1672900496,5.34E-07,5.75E-10,3.68E-08,-1368234949,258496512825,0
120,10.0.0.1,1738430317,1,1061,64,85,3041135445,1672900496,6.10E-07,5.75E-10,3.68E-08,-1368234949,258496512825,0
121,10.0.0.1,1738430317,1,780,64,85,3041135563,1672900496,4.49E-07,5.75E-10,3.68E-08,-1368235067,258496522855,0
122,10.0.0.5,1738430317,1,902,64,83,1672900496,3041135563,5.19E-07,5.75E-10,3.68E-08,1368235067,138850741168,0
123,10.0.0.5,1738430317,1,925,64,83,1672900496,3041135564,5.32E-07,5.75E-10,3.68E-08,1368235068,138850741168,0
124,10.0.0.1,1738430317,1,880,64,85,3041135564,1672900497,5.06E-07,5.75E-10,3.68E-08,-1368235067,258496522940,0
125,10.0.0.5,1738430317,1,945,64,42340,937892715,0,5.44E-07,5.75E-10,3.68E-08,-937892715,39710377553100,0
126,10.0.0.2,1738430317,1,812,64,43440,2014626717,937892716,4.67E-07,5.75E-10,3.68E-08,-1076734001,87515384586480,0
127,10.0.0.5,1738430317,1,851,64,83,937892716,2014626718,4.90E-07,5.75E-10,3.68E-08,1076734002,77845095428,0
128,10.0.0.5,1738430317,1,1057,64,83,937892716,2014626718,6.08E-07,5.75E-10,3.68E-08,1076734002,77845095428,0
129,10.0.0.2,1738430317,1,828,64,85,2014626718,937892856,4.76E-07,5.75E-10,3.68E-08,-1076733862,171243271030,0
130,10.0.0.2,1738430317,1,1077,64,85,2014626718,937892856,6.20E-07,5.75E-10,3.68E-08,-1076733862,171243271030,0
131,10.0.0.2,1738430317,1,963,64,85,2014626836,937892856,5.54E-07,5.75E-10,3.68E-08,-1076733980,171243281060,0
132,10.0.0.5,1738430317,1,852,64,83,937892856,2014626836,4.90E-07,5.75E-10,3.68E-08,1076733980,77845107048,0
133,10.0.0.5,1738430317,1,929,64,83,937892856,2014626837,5.34E-07,5.75E-10,3.68E-08,1076733981,77845107048,0
134,10.0.0.2,1738430317,1,799,64,85,2014626837,937892857,4.60E-07,5.75E-10,3.68E-08,-1076733980,171243281145,0
135,10.0.0.5,1738430318,1,958,64,42340,1476743321,0,5.51E-07,5.75E-10,3.68E-08,-1476743321,62525312211140,0
136,10.0.0.2,1738430318,1,848,64,43440,1871834728,1476743322,4.88E-07,5.75E-10,3.68E-08,-395091406,81312500584320,0
137,10.0.0.5,1738430318,1,771,64,83,1476743322,1871834729,4.44E-07,5.75E-10,3.68E-08,395091407,122569695726,0
138,10.0.0.5,1738430318,1,1074,64,83,1476743322,1871834729,6.18E-07,5.75E-10,3.68E-08,395091407,122569695726,0
139,10.0.0.2,1738430318,1,956,64,85,1871834729,1476743469,5.50E-07,5.75E-10,3.68E-08,-395091260,159105951965,0
140,10.0.0.2,1738430318,1,991,64,85,1871834729,1476743469,5.70E-07,5.75E-10,3.68E-08,-395091260,159105951965,0
141,10.0.0.2,1738430318,1,809,64,85,1871834847,1476743469,4.65E-07,5.75E-10,3.68E-08,-395091378,159105961995,0
142,10.0.0.5,1738430318,1,904,64,83,1476743469,1871834847,5.20E-07,5.75E-10,3.68E-08,395091378,122569707927,0
143,10.0.0.5,1738430318,1,823,64,83,1476743469,1871834868,4.73E-07,5.75E-10,3.68E-08,395091399,122569707927,0
144,10.0.0.2,1738430318,1,781,64,85,1871834868,1476743470,4.49E-07,5.75E-10,3.68E-08,-395091398,159105963780,0
145,10.0.0.5,1738430318,1,815,64,42340,1504362104,0,4.69E-07,5.75E-10,3.68E-08,-1504362104,63694691483360,0
146,10.0.0.1,1738430318,1,866,64,43440,2308617339,1504362105,4.98E-07,5.75E-10,3.68E-08,-804255234,100286337206160,0
147,10.0.0.5,1738430318,1,841,64,83,1504362105,2308617340,4.84E-07,5.75E-10,3.68E-08,804255235,124862054715,0
148,10.0.0.5,1738430318,1,914,64,83,1504362105,2308617340,5.26E-07,5.75E-10,3.68E-08,804255235,124862054715,0
149,10.0.0.1,1738430318,1,848,64,85,2308617340,1504362252,4.88E-07,5.75E-10,3.68E-08,-804255088,196232473900,0
150,10.0.0.1,1738430318,1,1080,64,85,2308617340,1504362252,6.21E-07,5.75E-10,3.68E-08,-804255088,196232473900,0
151,10.0.0.1,1738430318,1,821,64,85,2308617458,1504362252,4.72E-07,5.75E-10,3.68E-08,-804255206,196232483930,0
152,10.0.0.5,1738430318,1,921,64,83,1504362252,2308617458,5.30E-07,5.75E-10,3.68E-08,804255206,124862066916,0
153,10.0.0.5,1738430318,1,908,64,83,1504362252,2308617479,5.22E-07,5.75E-10,3.68E-08,804255227,124862066916,0
154,10.0.0.1,1738430318,1,779,64,85,2308617479,1504362253,4.48E-07,5.75E-10,3.68E-08,-804255226,196232485715,0
155,10.0.0.5,1738430318,1,932,64,42340,2444742725,0,5.36E-07,5.75E-10,3.68E-08,-2444742725,103510406976500,0
156,10.0.0.2,1738430318,1,948,64,43440,767428891,2444742726,5.45E-07,5.75E-10,3.68E-08,1677313835,33337111025040,0
157,10.0.0.5,1738430318,1,823,64,83,2444742726,767428892,4.73E-07,5.75E-10,3.68E-08,-1677313834,202913646258,0
158,10.0.0.5,1738430318,1,968,64,83,2444742726,767428892,5.57E-07,5.75E-10,3.68E-08,-1677313834,202913646258,0
159,10.0.0.2,1738430318,1,880,64,85,767428892,2444742866,5.06E-07,5.75E-10,3.68E-08,1677313974,65231455820,0
160,10.0.0.2,1738430318,1,1021,64,85,767428892,2444742866,5.87E-07,5.75E-10,3.68E-08,1677313974,65231455820,0
161,10.0.0.2,1738430318,1,897,64,85,767429010,2444742866,5.16E-07,5.75E-10,3.68E-08,1677313856,65231465850,0
162,10.0.0.5,1738430318,1,884,64,83,2444742866,767429010,5.09E-07,5.75E-10,3.68E-08,-1677313856,202913657878,0
163,10.0.0.5,1738430318,1,839,64,83,2444742866,767429011,4.83E-07,5.75E-10,3.68E-08,-1677313855,202913657878,0
164,10.0.0.2,1738430318,1,826,64,85,767429011,2444742867,4.75E-07,5.75E-10,3.68E-08,1677313856,65231465935,0
165,10.0.0.5,1738430318,1,865,64,42340,2180778441,0,4.98E-07,5.75E-10,3.68E-08,-2180778441,92334159191940,0
166,10.0.0.1,1738430318,1,817,64,43440,380814188,2180778442,4.70E-07,5.75E-10,3.68E-08,1799964254,16542568326720,0
167,10.0.0.5,1738430318,1,805,64,83,2180778442,380814189,4.63E-07,5.75E-10,3.68E-08,-1799964253,181004610686,0
168,10.0.0.5,1738430318,1,945,64,83,2180778442,380814189,5.44E-07,5.75E-10,3.68E-08,-1799964253,181004610686,0
169,10.0.0.1,1738430318,1,957,64,85,380814189,2180778582,5.50E-07,5.75E-10,3.68E-08,1799964393,32369206065,0
170,10.0.0.1,1738430318,1,920,64,85,380814189,2180778582,5.29E-07,5.75E-10,3.68E-08,1799964393,32369206065,0
171,10.0.0.1,1738430318,1,915,64,85,380814307,2180778582,5.26E-07,5.75E-10,3.68E-08,1799964275,32369216095,0
172,10.0.0.5,1738430318,1,862,64,83,2180778582,380814307,4.96E-07,5.75E-10,3.68E-08,-1799964275,181004622306,0
173,10.0.0.5,1738430318,1,887,64,83,2180778582,380814308,5.10E-07,5.75E-10,3.68E-08,-1799964274,181004622306,0
174,10.0.0.1,1738430318,1,846,64,85,380814308,2180778583,4.87E-07,5.75E-10,3.68E-08,1799964275,32369216180,0
175,10.0.0.5,1738430318,1,845,64,42340,607540001,0,4.86E-07,5.75E-10,3.68E-08,-607540001,25723243642340,0
176,10.0.0.2,1738430318,1,969,64,43440,2878172120,607540002,5.57E-07,5.75E-10,3.68E-08,-2270632118,125027796892800,0
177,10.0.0.5,1738430318,1,843,64,83,607540002,2878172121,4.85E-07,5.75E-10,3.68E-08,2270632119,50425820166,0
178,10.0.0.5,1738430318,1,1081,64,83,607540002,2878172121,6.22E-07,5.75E-10,3.68E-08,2270632119,50425820166,0
179,10.0.0.2,1738430318,1,805,64,85,2878172121,607540210,4.63E-07,5.75E-10,3.68E-08,-2270631911,244644630285,0
180,10.0.0.5,1738430318,1,932,64,83,607540210,2878172121,5.36E-07,5.75E-10,3.68E-08,2270631911,50425837430,0
181,10.0.0.2,1738430318,1,819,64,85,2878172121,607540219,4.71E-07,5.75E-10,3.68E-08,-2270631902,244644630285,0
182,10.0.0.2,1738430318,1,1065,64,85,2878172121,607540219,6.13E-07,5.75E-10,3.68E-08,-2270631902,244644630285,0
183,10.0.0.2,1738430318,1,993,64,85,2878172239,607540219,5.71E-07,5.75E-10,3.68E-08,-2270632020,244644640315,0
184,10.0.0.5,1738430318,1,965,64,83,607540219,2878172239,5.55E-07,5.75E-10,3.68E-08,2270632020,50425838177,0
185,10.0.0.5,1738430318,1,954,64,83,607540219,2878172278,5.49E-07,5.75E-10,3.68E-08,2270632059,50425838177,0
186,10.0.0.2,1738430318,1,837,64,85,2878172278,607540220,4.81E-07,5.75E-10,3.68E-08,-2270632058,244644643630,0
187,10.0.0.5,1738430318,1,865,64,42340,3883263230,0,4.98E-07,5.75E-10,3.68E-08,-3883263230,164417365158200,0
188,10.0.0.3,1738430318,1,936,64,43440,2177148957,3883263231,5.38E-07,5.75E-10,3.68E-08,1706114274,94575350692080,0
189,10.0.0.5,1738430318,1,962,64,83,3883263231,2177148958,5.53E-07,5.75E-10,3.68E-08,-1706114273,322310848173,0
190,10.0.0.5,1738430318,1,975,64,83,3883263231,2177148958,5.61E-07,5.75E-10,3.68E-08,-1706114273,322310848173,0
191,10.0.0.3,1738430318,1,839,64,85,2177148958,3883263371,4.83E-07,5.75E-10,3.68E-08,1706114413,185057661430,0
192,10.0.0.3,1738430318,1,968,64,85,2177148958,3883263371,5.57E-07,5.75E-10,3.68E-08,1706114413,185057661430,0
193,10.0.0.3,1738430318,1,858,64,85,2177149076,3883263371,4.94E-07,5.75E-10,3.68E-08,1706114295,185057671460,0
194,10.0.0.5,1738430318,1,890,64,83,3883263371,2177149076,5.12E-07,5.75E-10,3.68E-08,-1706114295,322310859793,0
195,10.0.0.5,1738430318,1,767,64,83,3883263371,2177149077,4.41E-07,5.75E-10,3.68E-08,-1706114294,322310859793,0
196,10.0.0.3,1738430318,1,955,64,85,2177149077,3883263372,5.49E-07,5.75E-10,3.68E-08,1706114295,185057671545,0
197,10.0.0.5,1738430318,1,788,64,42340,1756786255,0,4.53E-07,5.75E-10,3.68E-08,-1756786255,74382330036700,0
198,10.0.0.3,1738430318,1,778,64,43440,2795164098,1756786256,4.48E-07,5.75E-10,3.68E-08,-1038377842,121421928417120,0
199,10.0.0.5,1738430318,1,949,64,83,1756786256,2795164099,5.46E-07,5.75E-10,3.68E-08,1038377843,145813259248,0
200,10.0.0.5,1738430318,1,1017,64,83,1756786256,2795164099,5.85E-07,5.75E-10,3.68E-08,1038377843,145813259248,0
201,10.0.0.3,1738430318,1,848,64,85,2795164099,1756786464,4.88E-07,5.75E-10,3.68E-08,-1038377635,237588948415,0
202,10.0.0.5,1738430318,1,933,64,83,1756786464,2795164099,5.37E-07,5.75E-10,3.68E-08,1038377635,145813276512,0
203,10.0.0.3,1738430318,1,921,64,85,2795164099,1756786473,5.30E-07,5.75E-10,3.68E-08,-1038377626,237588948415,0
204,10.0.0.3,1738430318,1,923,64,85,2795164099,1756786473,5.31E-07,5.75E-10,3.68E-08,-1038377626,237588948415,0
205,10.0.0.3,1738430318,1,960,64,85,2795164217,1756786473,5.52E-07,5.75E-10,3.68E-08,-1038377744,237588958445,0
206,10.0.0.5,1738430318,1,876,64,83,1756786473,2795164217,5.04E-07,5.75E-10,3.68E-08,1038377744,145813277259,0
207,10.0.0.5,1738430318,1,832,64,83,1756786473,2795164256,4.79E-07,5.75E-10,3.68E-08,1038377783,145813277259,0
208,10.0.0.3,1738430318,1,937,64,85,2795164256,1756786474,5.39E-07,5.75E-10,3.68E-08,-1038377782,237588961760,0
209,10.0.0.5,1738430319,1,890,64,42340,305032917,0,5.12E-07,5.75E-10,3.68E-08,-305032917,12915093705780,0
210,10.0.0.3,1738430319,1,862,64,43440,2315938212,305032918,4.96E-07,5.75E-10,3.68E-08,-2010905294,100604355929280,0
211,10.0.0.5,1738430319,1,883,64,83,305032918,2315938213,5.08E-07,5.75E-10,3.68E-08,2010905295,25317732194,0
